person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_probability,risk_band
23,58650,MORTGAGE,7.0,MEDICAL,A,5000,8.59,1,0.07,N,3,0.121034324,Low
26,75000,RENT,4.0,EDUCATION,A,10000,7.49,0,0.13,N,4,0.021258412,Low
23,75000,MORTGAGE,7.0,EDUCATION,A,8000,7.05,0,0.11,N,2,0.014060163,Low
25,75000,RENT,9.0,PERSONAL,A,10000,7.49,0,0.13,N,3,0.026833886,Low
23,75000,OWN,7.0,VENTURE,A,20400,7.74,0,0.27,N,4,0.00027152017,Low
22,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,24000,11.83,0,0.32,N,4,0.1810968,Low
23,75000,MORTGAGE,0.0,PERSONAL,A,5400,8.94,0,0.07,N,3,0.032937605,Low
24,69000,RENT,0.0,PERSONAL,E,10000,17.14,1,0.14,N,4,0.93515396,High
25,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,8500,13.22,0,0.11,N,4,0.08024756,Low
23,75000,MORTGAGE,3.0,EDUCATION,A,4900,7.74,0,0.07,N,4,0.02325604,Low
24,75000,OWN,4.0,MEDICAL,A,9600,8.94,0,0.13,N,3,0.00076317374,Low
24,75000,OTHER,5.0,HOMEIMPROVEMENT,C,12000,14.26,0,0.16,Y,3,0.07914022,Low
23,75000,MORTGAGE,4.0,EDUCATION,A,8000,8.59,0,0.11,N,2,0.025607977,Low
26,75000,RENT,4.0,HOMEIMPROVEMENT,A,10000,6.17,0,0.13,N,4,0.02119944,Low
22,75000,RENT,6.0,VENTURE,A,10000,5.79,0,0.13,N,3,0.0023541276,Low
25,69000,RENT,3.0,HOMEIMPROVEMENT,D,10000,14.09,1,0.14,Y,2,0.5768169,High
24,75000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,11.83,0,0.33,N,2,0.14618297,Low
22,75000,RENT,0.0,VENTURE,A,10000,6.54,0,0.13,N,4,0.0037334242,Low
23,75000,OWN,5.0,VENTURE,A,7600,8.59,0,0.1,N,4,0.00014335512,Low
26,75000,RENT,10.0,EDUCATION,D,10000,15.58,0,0.13,Y,2,0.1680989,Low
22,75000,MORTGAGE,6.0,EDUCATION,A,5000,7.74,0,0.07,N,4,0.028984956,Low
23,75000,RENT,3.0,PERSONAL,B,10000,11.86,0,0.13,N,4,0.05324399,Low
26,75000,RENT,1.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.13,N,3,0.06155359,Low
24,75000,MORTGAGE,1.0,EDUCATION,A,2000,8.94,0,0.03,N,4,0.027412508,Low
23,75000,RENT,0.0,DEBTCONSOLIDATION,A,10000,9.63,0,0.13,N,2,0.030499287,Low
22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.74,0,0.08,N,4,0.029160075,Low
22,58650,MORTGAGE,6.0,MEDICAL,D,25000,14.96,1,0.36,N,2,0.91303635,High
24,75000,OWN,8.0,MEDICAL,B,16500,12.18,0,0.22,N,2,0.0017206627,Low
22,75000,RENT,2.0,EDUCATION,B,10000,11.26,0,0.13,N,4,0.038317095,Low
26,75000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,8000,13.92,0,0.11,N,4,0.06634898,Low
23,75000,RENT,0.0,PERSONAL,C,10000,13.47,0,0.13,N,4,0.05209533,Low
23,76000,RENT,3.0,EDUCATION,D,10000,15.37,0,0.13,N,3,0.19005308,Low
23,75000,MORTGAGE,1.0,EDUCATION,E,4500,10.99,0,0.06,Y,4,0.22976181,Medium
26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,8.94,0,0.13,N,2,0.03345379,Low
26,76250,RENT,6.0,DEBTCONSOLIDATION,B,10000,10.71,0,0.13,N,3,0.070777334,Low
24,75000,MORTGAGE,5.0,EDUCATION,C,7200,10.99,0,0.1,Y,3,0.054062035,Low
24,75000,MORTGAGE,6.0,MEDICAL,A,9000,8.59,0,0.12,N,4,0.028423997,Low
22,78000,RENT,3.0,VENTURE,B,10000,12.42,0,0.13,N,2,0.024585234,Low
21,78000,RENT,4.0,VENTURE,A,10000,5.99,0,0.13,N,2,0.006290576,Low
23,78000,RENT,7.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.13,N,3,0.039294224,Low
23,78204,RENT,0.0,EDUCATION,A,10000,7.49,0,0.13,N,2,0.061685577,Low
26,78513,RENT,1.0,MEDICAL,A,10000,8.94,0,0.13,N,4,0.0823027,Low
24,75000,MORTGAGE,2.0,VENTURE,B,10000,11.26,0,0.13,N,4,0.0068557216,Low
24,75000,MORTGAGE,7.0,PERSONAL,B,15000,11.58,0,0.2,N,3,0.062081918,Low
26,75000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,3000,9.63,0,0.04,N,3,0.034826078,Low
25,75000,MORTGAGE,1.0,VENTURE,A,6000,9.63,0,0.08,N,4,0.0040727053,Low
25,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,15000,9.63,0,0.2,N,3,0.033565946,Low
22,75000,MORTGAGE,3.0,PERSONAL,A,5600,8.0,0,0.07,N,2,0.034233257,Low
22,79000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.13,N,2,0.06578375,Low
22,74000,RENT,2.0,PERSONAL,A,10000,7.51,1,0.14,N,2,0.07576727,Low
24,80000,RENT,0.0,EDUCATION,C,10000,10.99,0,0.13,Y,4,0.03350623,Low
23,75000,MORTGAGE,0.0,EDUCATION,A,3200,8.0,0,0.04,N,3,0.02437277,Low
22,80000,RENT,5.0,EDUCATION,C,10000,14.27,0,0.13,N,2,0.03909221,Low
23,75000,MORTGAGE,8.0,EDUCATION,D,3000,14.11,0,0.04,N,3,0.14667456,Low
23,75000,MORTGAGE,4.0,MEDICAL,C,16800,13.47,0,0.22,N,4,0.10518789,Low
25,75000,MORTGAGE,9.0,VENTURE,C,5000,13.79,0,0.07,Y,4,0.05893406,Low
23,80000,RENT,5.0,PERSONAL,A,10000,8.49,0,0.13,N,2,0.021936925,Low
22,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,12.21,0,0.11,N,2,0.076000854,Low
22,80000,RENT,6.0,PERSONAL,A,10000,8.49,0,0.13,N,4,0.020468306,Low
24,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,12.21,0,0.2,N,3,0.07361233,Low
26,80000,RENT,2.0,EDUCATION,A,10000,8.49,0,0.13,N,4,0.015791852,Low
25,80000,RENT,0.0,MEDICAL,B,10000,10.37,0,0.13,N,2,0.031941824,Low
24,74000,RENT,1.0,HOMEIMPROVEMENT,D,10000,14.54,1,0.14,N,2,0.87332636,High
25,80000,RENT,3.0,VENTURE,B,10000,11.12,0,0.13,N,3,0.004655066,Low
22,75000,OWN,6.0,EDUCATION,A,4800,8.0,0,0.06,N,2,0.0008711859,Low
26,80000,RENT,1.0,PERSONAL,C,10000,12.73,0,0.13,Y,4,0.038204864,Low
23,75000,OWN,7.0,EDUCATION,B,15000,11.14,0,0.2,N,4,0.0010733175,Low
24,69000,MORTGAGE,1.0,EDUCATION,B,4900,10.96,1,0.07,N,2,0.1355642,Low
25,75000,MORTGAGE,9.0,VENTURE,D,7500,12.61,0,0.1,Y,4,0.2009727,Medium
23,75000,MORTGAGE,0.0,EDUCATION,A,6000,8.0,0,0.08,N,2,0.024748733,Low
25,74000,RENT,3.0,VENTURE,F,10000,18.43,1,0.14,Y,3,0.3351966,Medium
24,80000,RENT,5.0,VENTURE,B,10000,11.14,0,0.13,N,4,0.0051617553,Low
23,75000,MORTGAGE,2.0,VENTURE,E,19600,15.13,0,0.26,N,3,0.2114504,Medium
23,75000,MORTGAGE,0.0,MEDICAL,C,9500,10.99,0,0.13,Y,4,0.07499928,Low
25,75000,MORTGAGE,9.0,PERSONAL,C,10000,11.34,0,0.13,Y,2,0.076441444,Low
26,69000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,10.99,1,0.36,N,3,0.30444503,Medium
24,80004,RENT,3.0,EDUCATION,A,10000,6.62,0,0.12,N,2,0.0103931,Low
24,80004,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.9,0,0.12,N,4,0.023607515,Low
25,80004,RENT,5.0,EDUCATION,B,10000,9.62,0,0.12,N,4,0.0256015,Low
23,69000,MORTGAGE,0.0,PERSONAL,B,2500,9.64,1,0.04,N,3,0.100377925,Low
23,75000,OWN,7.0,EDUCATION,D,12000,12.49,0,0.16,N,4,0.0024493076,Low
23,80038,RENT,3.0,PERSONAL,B,10000,10.59,0,0.12,N,2,0.03419149,Low
25,75181,MORTGAGE,9.0,MEDICAL,A,6000,7.51,0,0.08,N,4,0.033174768,Low
24,75200,OWN,5.0,EDUCATION,A,6500,7.14,0,0.09,N,2,0.0004822173,Low
24,75360,OWN,4.0,VENTURE,A,7000,7.49,0,0.09,N,3,0.00011946294,Low
26,81996,RENT,5.0,MEDICAL,A,10000,7.29,0,0.12,N,4,0.023203477,Low
24,82632,RENT,0.0,EDUCATION,B,10000,12.21,0,0.12,N,4,0.04695833,Low
22,75500,MORTGAGE,6.0,VENTURE,A,12000,10.99,0,0.16,N,4,0.0053899125,Low
25,75500,MORTGAGE,9.0,EDUCATION,B,7000,11.36,0,0.09,N,2,0.058396243,Low
23,82650,RENT,7.0,PERSONAL,B,10000,12.21,0,0.12,N,3,0.0672694,Low
26,75555,MORTGAGE,4.0,MEDICAL,B,10000,10.39,0,0.13,N,2,0.050398044,Low
24,82800,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.59,0,0.12,N,3,0.06313095,Low
22,75600,MORTGAGE,6.0,PERSONAL,A,10675,6.62,0,0.14,N,3,0.015517635,Low
24,75600,MORTGAGE,5.0,VENTURE,A,7200,5.99,0,0.1,N,2,0.0017410525,Low
25,75600,MORTGAGE,7.0,MEDICAL,C,15000,12.68,0,0.2,N,2,0.11186696,Low
23,83000,RENT,3.0,MEDICAL,A,10000,6.54,0,0.12,N,3,0.020851957,Low
22,75600,MORTGAGE,3.0,EDUCATION,A,10000,10.99,0,0.13,N,4,0.024323842,Low
22,83200,RENT,3.0,EDUCATION,D,10000,16.29,0,0.12,N,4,0.1512486,Low
25,75600,MORTGAGE,2.0,PERSONAL,A,14500,9.63,0,0.19,N,4,0.02904939,Low
23,75689,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,11.12,0,0.33,N,4,0.15406917,Low
24,75744,MORTGAGE,2.0,PERSONAL,B,15000,10.38,0,0.2,N,2,0.04362417,Low
22,75744,MORTGAGE,6.0,VENTURE,B,6700,11.83,0,0.09,N,2,0.008149416,Low
25,84000,RENT,3.0,DEBTCONSOLIDATION,C,10000,10.99,0,0.12,Y,4,0.07380085,Low
25,84000,RENT,5.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.12,N,2,0.07115675,Low
23,84000,RENT,7.0,DEBTCONSOLIDATION,A,10000,5.99,0,0.12,N,2,0.016591746,Low
23,84000,RENT,1.0,VENTURE,A,10000,7.49,0,0.12,N,4,0.0044935797,Low
26,75873,MORTGAGE,6.0,PERSONAL,B,1200,10.25,0,0.02,N,2,0.05788131,Low
23,75885,MORTGAGE,7.0,MEDICAL,C,3000,11.03,0,0.04,Y,4,0.11840297,Low
25,75912,MORTGAGE,9.0,HOMEIMPROVEMENT,B,22400,9.99,0,0.3,N,4,0.08557605,Low
25,75996,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,11.99,0,0.13,N,3,0.09195036,Low
26,59497,OWN,2.0,MEDICAL,E,7000,17.88,1,0.1,N,2,0.9663065,High
23,75996,MORTGAGE,7.0,MEDICAL,B,15000,10.62,0,0.2,N,2,0.1075965,Low
25,75996,MORTGAGE,9.0,MEDICAL,A,9000,7.74,0,0.12,N,3,0.037031353,Low
26,75996,OWN,7.0,VENTURE,B,8000,11.83,0,0.11,N,3,0.00023197598,Low
23,78996,RENT,0.0,HOMEIMPROVEMENT,C,10000,13.99,1,0.13,Y,3,0.59976643,High
24,84996,RENT,3.0,HOMEIMPROVEMENT,D,10000,15.21,0,0.12,N,4,0.22002067,Medium
21,76000,MORTGAGE,6.0,MEDICAL,B,14000,12.69,0,0.18,N,3,0.12226193,Low
23,76000,MORTGAGE,7.0,MEDICAL,B,3600,10.65,0,0.05,N,3,0.09179615,Low
24,76000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.08,N,3,0.04706993,Low
24,76000,MORTGAGE,8.0,PERSONAL,A,12000,6.03,0,0.16,N,2,0.018695667,Low
22,73000,RENT,0.0,PERSONAL,D,10000,18.25,1,0.14,Y,2,0.90243316,High
24,76000,MORTGAGE,7.0,VENTURE,A,13500,8.49,0,0.18,N,4,0.005409529,Low
24,76000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,13500,9.99,0,0.18,N,3,0.06492295,Low
26,76000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,5425,8.49,0,0.07,N,3,0.05236583,Low
22,76000,MORTGAGE,5.0,VENTURE,B,24000,10.99,0,0.32,N,2,0.032904305,Low
22,85000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.66,0,0.12,N,3,0.02320101,Low
22,76000,MORTGAGE,0.0,EDUCATION,B,15000,10.99,0,0.2,N,3,0.056285717,Low
24,76000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,20050,10.59,0,0.26,N,2,0.09897733,Low
24,85000,RENT,8.0,PERSONAL,B,10000,10.37,0,0.12,N,4,0.035040244,Low
23,85000,RENT,5.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.12,N,4,0.015156878,Low
26,85000,RENT,3.0,HOMEIMPROVEMENT,A,10000,10.99,0,0.12,N,2,0.033433307,Low
24,85000,RENT,6.0,PERSONAL,C,10000,13.72,0,0.12,Y,2,0.048324954,Low
25,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,14000,7.66,0,0.18,N,3,0.04368821,Low
25,76000,MORTGAGE,9.0,PERSONAL,C,6000,12.98,0,0.08,Y,2,0.114729226,Low
25,76000,MORTGAGE,3.0,PERSONAL,A,20000,6.54,0,0.26,N,4,0.03464818,Low
24,85000,RENT,8.0,PERSONAL,E,10000,16.0,0,0.12,Y,3,0.18307295,Low
23,73000,RENT,0.0,EDUCATION,D,10000,14.11,1,0.14,N,3,0.77216095,High
23,85000,RENT,7.0,MEDICAL,B,10000,11.89,0,0.12,N,4,0.05873829,Low
23,76000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,20000,10.99,0,0.26,N,4,0.074773304,Low
26,85500,RENT,0.0,EDUCATION,A,10000,10.99,0,0.12,N,2,0.02496814,Low
26,86000,RENT,4.0,EDUCATION,C,10000,13.49,0,0.12,N,3,0.041432586,Low
25,86000,RENT,10.0,HOMEIMPROVEMENT,D,10000,10.99,0,0.12,N,2,0.28210518,Medium
22,87000,RENT,4.0,EDUCATION,B,10000,11.26,0,0.11,N,3,0.04049727,Low
23,76000,OWN,3.0,EDUCATION,B,18000,10.99,0,0.24,N,2,0.0014902877,Low
24,75996,RENT,1.0,DEBTCONSOLIDATION,E,10000,16.0,1,0.13,N,2,0.98816454,High
26,88000,RENT,10.0,VENTURE,B,10000,12.69,0,0.11,N,2,0.017033912,Low
23,59500,MORTGAGE,1.0,MEDICAL,B,20000,11.83,1,0.29,N,4,0.289906,Medium
22,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,25000,13.79,1,0.36,N,3,0.26056698,Medium
23,90000,RENT,7.0,EDUCATION,B,10000,12.69,0,0.11,N,4,0.027659457,Low
25,70000,MORTGAGE,4.0,PERSONAL,C,15000,13.16,1,0.21,Y,3,0.06713008,Low
24,90000,RENT,0.0,DEBTCONSOLIDATION,A,10000,10.99,0,0.11,N,2,0.023121256,Low
25,59623,MORTGAGE,9.0,MEDICAL,B,3400,10.99,1,0.05,N,2,0.3289053,Medium
26,76160,MORTGAGE,10.0,EDUCATION,A,7400,7.51,0,0.1,N,2,0.050190765,Low
25,76209,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3000,10.99,0,0.04,Y,4,0.11038204,Low
25,90000,RENT,9.0,DEBTCONSOLIDATION,B,10000,12.42,0,0.11,N,2,0.045055337,Low
25,90000,RENT,5.0,PERSONAL,A,10000,7.49,0,0.11,N,2,0.013017359,Low
22,76296,MORTGAGE,6.0,VENTURE,A,18000,7.88,0,0.24,N,3,0.0057430863,Low
25,76300,MORTGAGE,9.0,HOMEIMPROVEMENT,B,3000,11.86,0,0.04,N,2,0.11435631,Low
23,90000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.11,N,3,0.014483182,Low
22,59813,MORTGAGE,6.0,MEDICAL,E,20000,17.74,1,0.28,N,3,0.9755366,High
26,90000,RENT,2.0,PERSONAL,A,10000,7.49,0,0.11,N,4,0.013216943,Low
24,90000,RENT,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.11,N,2,0.036640413,Low
26,76486,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.08,N,4,0.049403306,Low
24,76494,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,10.99,0,0.16,N,3,0.043099962,Low
26,70500,MORTGAGE,11.0,PERSONAL,A,14500,7.49,1,0.21,N,3,0.03060302,Low
21,78000,RENT,2.0,DEBTCONSOLIDATION,D,10000,15.57,1,0.13,Y,4,0.9935452,High
23,76500,MORTGAGE,2.0,EDUCATION,A,4800,7.51,0,0.06,N,4,0.033410847,Low
22,76500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,15000,10.99,0,0.2,Y,4,0.10441484,Low
23,90000,RENT,4.0,VENTURE,A,10000,7.51,0,0.11,N,2,0.002609748,Low
26,76596,MORTGAGE,2.0,EDUCATION,C,24000,12.73,0,0.31,Y,3,0.14440957,Low
24,90000,RENT,8.0,HOMEIMPROVEMENT,B,10000,11.89,0,0.11,N,4,0.035290312,Low
26,91000,RENT,6.0,DEBTCONSOLIDATION,C,10000,10.99,0,0.11,N,4,0.049968563,Low
25,76700,MORTGAGE,1.0,VENTURE,E,14800,19.42,0,0.19,Y,4,0.30773318,Medium
23,91000,RENT,5.0,EDUCATION,B,10000,10.2,0,0.11,N,2,0.024241937,Low
22,76800,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,6.62,0,0.08,N,4,0.027548483,Low
22,76800,MORTGAGE,4.0,PERSONAL,A,12000,8.9,0,0.16,N,2,0.039149236,Low
26,76800,MORTGAGE,2.0,PERSONAL,A,12800,6.92,0,0.17,N,4,0.019257128,Low
25,76800,MORTGAGE,8.0,EDUCATION,A,6500,5.79,0,0.08,N,4,0.014370964,Low
25,76800,MORTGAGE,5.0,PERSONAL,C,20000,10.99,0,0.26,Y,2,0.11449375,Low
21,76800,MORTGAGE,5.0,PERSONAL,D,8000,14.96,0,0.1,Y,3,0.24201311,Medium
23,76800,MORTGAGE,4.0,VENTURE,A,10000,9.63,0,0.13,N,4,0.005351331,Low
23,92000,RENT,7.0,VENTURE,B,10000,11.71,0,0.11,N,4,0.006452295,Low
22,76875,MORTGAGE,0.0,MEDICAL,A,13750,10.99,0,0.18,N,4,0.0490785,Low
23,76896,MORTGAGE,8.0,EDUCATION,B,25000,11.71,0,0.33,N,2,0.14415367,Low
24,77000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,12.42,0,0.16,N,2,0.08465235,Low
26,92652,RENT,4.0,VENTURE,C,10000,13.23,0,0.11,Y,2,0.04518414,Low
25,77000,MORTGAGE,8.0,EDUCATION,A,12000,7.9,0,0.16,N,4,0.0347672,Low
22,77000,MORTGAGE,6.0,MEDICAL,A,12400,7.51,0,0.16,N,4,0.04019513,Low
23,93000,RENT,6.0,EDUCATION,C,10000,14.26,0,0.11,N,2,0.042797,Low
25,77000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,9000,6.03,0,0.12,N,3,0.024841843,Low
24,94000,RENT,8.0,HOMEIMPROVEMENT,E,10000,18.64,0,0.11,N,2,0.18844482,Low
26,71000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.08,N,4,0.93078,High
23,77000,OWN,3.0,VENTURE,A,3500,5.99,0,0.05,N,2,0.00011191382,Low
25,77000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.49,0,0.04,N,3,0.041007023,Low
24,77000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,11.99,0,0.05,N,2,0.10296011,Low
22,60350,MORTGAGE,6.0,MEDICAL,D,35000,16.89,1,0.49,N,3,0.8808674,High
23,94000,RENT,0.0,MEDICAL,B,10000,9.45,0,0.11,N,3,0.041924194,Low
24,77000,MORTGAGE,2.0,EDUCATION,B,3850,11.11,0,0.05,N,2,0.060427234,Low
25,70550,RENT,6.0,MEDICAL,E,10000,16.77,1,0.12,N,3,0.83589655,High
23,95000,RENT,3.0,PERSONAL,A,10000,6.17,0,0.11,N,3,0.010570299,Low
24,95000,RENT,8.0,DEBTCONSOLIDATION,A,10000,10.99,0,0.11,N,2,0.029767683,Low
25,44966,RENT,3.0,MEDICAL,A,10025,5.42,0,0.22,N,4,0.045401525,Low
23,65400,RENT,1.0,DEBTCONSOLIDATION,C,10075,13.98,0,0.15,Y,2,0.070420586,Low
26,29136,RENT,0.0,PERSONAL,D,10100,13.55,1,0.35,Y,4,0.99707496,High
22,71000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3200,10.25,1,0.05,N,3,0.06789091,Low
23,77000,MORTGAGE,7.0,EDUCATION,A,10000,7.88,0,0.13,N,4,0.030049108,Low
24,70000,RENT,4.0,VENTURE,C,10125,14.65,0,0.14,Y,3,0.061693586,Low
25,77000,MORTGAGE,6.0,EDUCATION,D,8000,15.33,0,0.1,N,2,0.19905894,Low
22,77000,MORTGAGE,5.0,EDUCATION,B,21000,11.48,0,0.27,N,3,0.07749008,Low
23,69000,RENT,6.0,DEBTCONSOLIDATION,B,10150,11.99,0,0.15,N,3,0.11562266,Low
24,77000,MORTGAGE,8.0,MEDICAL,A,14000,8.94,0,0.18,N,3,0.048725482,Low
20,77000,MORTGAGE,4.0,VENTURE,A,6000,8.0,0,0.08,N,2,0.0061481246,Low
26,77000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,5400,13.04,0,0.07,Y,3,0.11140419,Low
24,71000,MORTGAGE,6.0,EDUCATION,B,5000,10.39,1,0.07,N,2,0.06034371,Low
23,71000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,20000,15.13,1,0.28,Y,2,0.9395564,High
26,40000,RENT,3.0,MEDICAL,C,10200,10.99,0,0.26,N,3,0.057014022,Low
26,77004,MORTGAGE,0.0,MEDICAL,B,6000,11.99,0,0.08,N,4,0.10496275,Low
25,77004,MORTGAGE,9.0,PERSONAL,B,15000,9.63,0,0.19,N,2,0.073663875,Low
23,77004,MORTGAGE,6.0,MEDICAL,A,12000,5.79,0,0.16,N,3,0.013318855,Low
24,42000,RENT,4.0,EDUCATION,A,10200,7.49,0,0.24,N,4,0.041114993,Low
23,77004,MORTGAGE,7.0,VENTURE,A,6000,7.88,0,0.08,N,2,0.005519064,Low
24,71004,MORTGAGE,8.0,DEBTCONSOLIDATION,D,5000,14.96,1,0.07,Y,3,0.93962896,High
25,71004,MORTGAGE,1.0,DEBTCONSOLIDATION,E,2400,17.04,1,0.03,N,3,0.92597973,High
25,77004,MORTGAGE,2.0,DEBTCONSOLIDATION,C,16000,13.92,0,0.21,N,2,0.09171731,Low
20,77052,MORTGAGE,4.0,EDUCATION,B,24250,11.36,0,0.31,N,2,0.122893155,Low
25,77078,MORTGAGE,1.0,DEBTCONSOLIDATION,B,3425,12.18,0,0.04,N,2,0.08690424,Low
22,50004,RENT,6.0,EDUCATION,D,10200,15.21,0,0.2,N,4,0.13605756,Low
23,55000,RENT,0.0,PERSONAL,C,10200,12.73,0,0.19,Y,2,0.07885371,Low
22,77237,MORTGAGE,0.0,MEDICAL,A,5875,6.17,0,0.08,N,3,0.033922963,Low
24,77237,MORTGAGE,8.0,MEDICAL,A,15000,6.17,0,0.19,N,3,0.0404912,Low
23,85000,RENT,1.0,DEBTCONSOLIDATION,A,10200,10.99,0,0.12,N,3,0.027440114,Low
22,90000,RENT,6.0,MEDICAL,B,10200,11.71,0,0.11,N,3,0.04350867,Low
24,77350,MORTGAGE,2.0,DEBTCONSOLIDATION,C,4800,13.79,0,0.06,Y,4,0.09109949,Low
24,100000,RENT,1.0,PERSONAL,C,10200,12.99,0,0.1,Y,4,0.046079237,Low
24,22000,RENT,8.0,EDUCATION,A,11000,7.51,1,0.5,N,2,0.9928758,High
26,27000,RENT,9.0,DEBTCONSOLIDATION,A,11000,8.9,1,0.41,N,3,0.9920753,High
23,27000,RENT,7.0,DEBTCONSOLIDATION,A,11000,8.59,1,0.41,N,4,0.99297345,High
22,27300,RENT,1.0,MEDICAL,B,11000,11.48,1,0.4,N,4,0.98863846,High
21,29000,RENT,6.0,MEDICAL,C,11000,13.49,1,0.38,Y,2,0.99403447,High
21,29004,RENT,5.0,MEDICAL,C,11000,14.22,1,0.38,N,2,0.9924515,High
23,29472,RENT,3.0,DEBTCONSOLIDATION,C,11000,13.49,1,0.37,N,4,0.99121386,High
25,30720,RENT,2.0,HOMEIMPROVEMENT,C,11000,13.72,1,0.36,N,2,0.997038,High
26,77604,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6800,13.06,0,0.09,Y,4,0.13177505,Low
23,32000,RENT,4.0,EDUCATION,B,11000,9.91,1,0.34,N,3,0.9872476,High
25,32000,RENT,7.0,DEBTCONSOLIDATION,A,11000,7.66,1,0.34,N,3,0.9872491,High
23,77705,MORTGAGE,4.0,EDUCATION,E,4000,16.77,0,0.05,Y,4,0.17238255,Low
23,77705,MORTGAGE,4.0,DEBTCONSOLIDATION,A,11700,6.17,0,0.15,N,3,0.02541461,Low
23,33000,RENT,0.0,DEBTCONSOLIDATION,A,11000,7.66,1,0.33,N,2,0.98433673,High
25,77800,MORTGAGE,9.0,PERSONAL,B,30000,10.99,0,0.39,N,4,0.15117902,Low
23,77927,MORTGAGE,7.0,EDUCATION,C,15000,12.99,0,0.19,Y,4,0.10484529,Low
23,33600,RENT,7.0,MEDICAL,D,11000,15.65,1,0.33,Y,3,0.9925563,High
25,29000,RENT,9.0,PERSONAL,A,11000,8.49,1,0.38,N,2,0.99452114,High
24,78000,MORTGAGE,0.0,VENTURE,A,2300,10.99,0,0.03,N,4,0.018721882,Low
23,78000,MORTGAGE,7.0,EDUCATION,B,2400,12.42,0,0.03,N,2,0.12698403,Low
24,72000,MORTGAGE,8.0,EDUCATION,C,14000,14.65,1,0.19,Y,4,0.08851584,Low
25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,10000,14.27,1,0.14,N,3,0.117099665,Low
24,29000,RENT,0.0,EDUCATION,D,11000,15.05,1,0.38,Y,4,0.99807656,High
24,78000,OWN,6.0,HOMEIMPROVEMENT,B,4500,12.69,0,0.06,N,3,0.0028545735,Low
23,57000,RENT,0.0,EDUCATION,D,11050,14.74,1,0.19,N,4,0.7604897,High
23,78000,MORTGAGE,0.0,MEDICAL,A,10000,6.62,0,0.13,N,2,0.050701864,Low
25,78000,MORTGAGE,9.0,EDUCATION,A,8000,7.9,0,0.1,N,4,0.08794155,Low
22,30000,RENT,1.0,PERSONAL,A,11100,6.62,1,0.37,N,4,0.98996043,High
23,78000,MORTGAGE,5.0,EDUCATION,B,5000,11.71,0,0.06,N,2,0.15310647,Low
26,78000,MORTGAGE,7.0,PERSONAL,A,7200,6.62,0,0.09,N,2,0.060221594,Low
24,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000,6.62,0,0.06,N,4,0.09708513,Low
